Node	CF	CN	CR	C^	Cr	C~
2956	5739	4149	22982	337	44	56
2957	2062	1170	5268	58	4	18
2958	13313	6928	18591	1313	72	100
2959	26311	15005	33455	2660	177	366
296	583200	2256565	1909340	661445	40521	640775
2960	60808	53233	75152	1128	75	82
2961	45368	28832	133615	2702	557	430
2962	14381	17093	49493	648	81	131
2963	75916	56708	119752	1222	541	167
2964	4386	2481	12967	215	53	38
2965	2603	4864	8666	950	44	472
2966	3946	4698	14091	802	85	300
2967	1770	1965	6072	408	69	106
2968	2742	3966	8113	715	46	302
2969	17306	9032	41159	617	884	25
297	561565	2388856	1812236	821269	86152	734495
2970	33537	16338	63510	1527	374	441
2971	1040	1504	4231	233	15	70
2972	1868	1976	5883	361	39	114
2973	3549	2466	9291	246	50	71
2974	38944	19399	72861	1393	159	578
2975	5820	6697	19632	1044	124	396
2976	2758	2693	9768	338	30	97
2977	7079	7230	24770	954	141	374
2978	3618	6563	25435	193	8	51
2979	1148	3865	17716	217	17	147
298	804320	1603997	2029360	548715	47176	222280
2980	50926	50342	86611	911	239	169
2981	4128	5843	24442	112	1	10
2982	16068	26659	55416	327	65	213
2983	10090	9150	37285	346	19	162
2984	3181	7926	29654	280	5	205
2985	83273	73183	117271	1884	463	213
2986	366776	393334	423289	37558	5062	1707
2987	221464	209118	357459	11123	2491	698
2988	0	6	18	0	0	0
2989	24	38	213	0	0	0
299	601537	2678088	2018234	876393	98597	712544
2990	52959	45164	134392	1880	726	154
2991	3994	7859	34780	274	19	148
2992	327832	368932	402690	58237	881	4369
2993	28361	38704	104599	1150	454	65
2994	30543	20618	70583	418	243	11
2995	666	849	4803	58	6	27
2996	1511	1204	8899	40	1	29
2997	2182	1802	11520	41	16	29
2998	337	449	1701	62	6	14
2999	9217	9911	27266	92	7	62
3	40153	45566	111112	2115	491	76
30	68919	52084	105545	5433	850	1673
300	833112	3920397	2453580	1525684	73686	974983
3000	3913	2000	4804	71	4	7
3001	1476	1197	8876	40	4	29
3002	28438	25880	58340	5259	435	1507
3003	137	124	772	18	1	4
3004	27395	19069	32547	3762	178	1041
3005	138	337	2246	41	2	27
3006	1495	1197	8892	40	4	29
3007	6105	5537	27751	219	20	37
3008	6657	2193	12656	304	58	57
3009	628	664	2643	58	22	13
301	780382	2592216	2266395	509422	20760	583435
3010	16672	10451	42889	1199	110	372
3011	770	1294	3768	275	24	175
3012	141	224	915	18	3	7
3013	796	1619	4190	335	41	172
3014	1471	1016	4321	120	38	15
3015	12696	15927	22952	275	26	132
3016	34530	21294	78912	1140	104	368
3017	194	302	1193	26	5	10
3018	13746	13978	36723	1159	282	144
3019	4848	3941	17577	268	57	48
302	396667	1623289	1116498	475313	13277	537740
3020	2948	2371	8706	155	7	36
3021	35009	11427	31451	987	216	128
3022	4732	3282	13896	153	29	42
3023	299	275	1500	14	1	1
3024	165	77	507	12	0	0
3025	312	338	1534	17	4	2
3026	2673	1632	7124	106	7	5
3027	8471	8831	21378	705	131	292
3028	11113	10191	27702	1111	181	367
3029	19121	17442	33092	235	12	215
303	331498	1861868	1281987	553348	21374	652436
3030	25867	11149	50339	536	144	219
3031	8328	8488	20441	705	86	338
3032	265	179	968	9	0	0
3033	2718	4106	10082	941	84	236
3034	1489	1889	4340	347	49	75
3035	1665	1622	3994	321	49	54
3036	5543	7291	20412	1054	139	262
3037	7849	6375	19309	224	39	212
3038	1974	5197	9943	570	67	1037
3039	3660	2665	8514	322	36	59
304	778388	3087976	2348430	1063849	114119	826438
3040	3301	2632	6683	287	39	59
3041	8329	7219	18146	512	103	242
3042	2546	2415	6747	545	57	128
3043	3473	2118	6396	243	62	27
3044	22337	4085	16445	367	84	51
3045	80672	54972	153129	4947	547	306
3046	14147	5777	35039	299	121	113
3047	25861	5793	23602	302	39	20
3048	421	224	1550	1	3	0
3049	8106	6558	18111	742	46	233
305	381404	1980094	1504082	588912	39230	635673
3050	478	501	3875	92	0	20
3051	6609	4018	13732	438	40	126
3052	599	638	5328	149	10	31
3053	252	324	2394	16	0	0
3054	23960	16252	45236	2325	191	389
3055	140	18	478	0	0	0
3056	26	14	294	2	0	0
3057	1201	578	2432	7	3	0
3058	1638	1156	5423	60	11	2
3059	11289	5079	31674	206	69	6
306	664510	2597366	2107383	934952	94373	737695
3060	30743	26254	68653	1025	272	57
3061	14210	11182	60664	649	173	97
3062	10211	5246	29294	247	34	39
3063	3064	3038	24226	116	16	13
3064	19476	8279	31808	354	101	9
3065	50736	35390	116119	2034	410	183
3066	10179	11163	35013	1144	21	368
3067	2535	1022	4389	6	0	0
3068	37056	15189	46706	1267	292	89
3069	976	431	2805	18	42	2
307	650180	2879044	2211244	1026759	110443	805380
3070	162	133	1475	17	41	2
3071	7	8	130	0	0	1
3072	2	6	666	0	0	1
3073	0	4	8	0	0	1
3074	0	4	8	0	0	1
3075	16422	5971	14822	708	7	35
3076	45	139	900	5	0	0
3077	22488	11734	20696	2445	26	386
3078	115	93	950	17	4	3
3079	290	299	2236	29	1	3
308	705405	1042637	1323239	361143	19541	95877
3080	27211	29516	71946	6591	730	661
3081	85267	82622	203006	3189	863	135
3082	61625	42336	118254	613	566	11
3083	2696	3552	8059	49	1	0
3084	21915	10883	29893	1493	195	134
3085	13980	6171	18595	699	38	41
3086	607	174	1209	0	0	0
3087	1	0	41	0	0	0
3088	2	2	226	0	0	0
3089	46278	43325	84698	2010	332	212
309	566593	2413164	1780741	817287	90331	742272
3090	71371	67742	105699	3324	349	214
3091	122260	158277	355432	15009	1788	4294
3092	59017	43026	97423	1717	282	200
3093	55301	41193	61854	928	86	43
3094	59550	37808	97316	546	268	46
3095	6562	5727	27983	416	107	67
3096	523	406	2702	17	10	0
3097	2018	1266	6682	171	28	26
3098	686	518	1861	95	16	10
3099	2314	1643	9382	211	57	30
31	13161	17252	27337	3732	89	2338
310	626946	1910321	1853922	684203	82249	275049
3100	86214	44815	198842	3228	1467	300
3101	66986	37473	101630	4026	797	345
3102	3613	6972	21347	87	11	3
3103	1068	324	5241	0	13	0
3104	64597	46247	140517	996	500	33
3105	11324	5908	20525	67	32	2
3106	10	0	114	0	0	0
3107	30629	27572	74504	3210	372	480
3108	3011	483	3358	10	6	0
3109	87412	39245	191172	3126	1094	444
311	1084119	3546714	2889399	1257021	111691	835481
3110	11	4	464	0	0	0
3111	10415	9920	26222	165	2	1
3112	1	0	11	0	0	0
3113	1954	1475	6894	119	0	20
3114	625	334	3655	15	9	0
3115	1405	1273	4715	97	2	28
3116	4687	2086	11716	126	9	23
3117	3108	1049	8554	54	0	0
3118	492	233	1504	23	7	1
3119	11	44	174	0	0	0
312	431289	1750936	1208361	490663	19970	578580
3120	8361	3216	6902	178	0	1
3121	24274	18643	34788	3784	336	787
3122	14838	6250	26274	511	78	43
3123	11318	10426	19889	1669	145	338
3124	7487	4085	22156	381	20	27
3125	23868	26667	90071	2877	230	937
3126	31944	22747	33719	4630	236	1120
3127	24317	27632	39632	5145	269	1746
3128	42712	37137	67875	7719	808	1523
3129	9049	4441	8794	131	0	1
313	440417	1873222	1362563	549653	29234	588201
3130	3	0	140	0	0	0
3131	4505	3538	15429	0	0	0
3132	10766	13210	32232	174	16	45
3133	7003	4497	15973	567	16	175
3134	11168	13580	32669	189	22	48
3135	453	103	1013	0	6	0
3136	160	47	1077	4	19	0
3137	11568	6340	33550	200	22	3
3138	41084	32780	109666	1297	89	20
3139	22635	11324	26010	1385	87	171
314	654435	2550123	2150412	960240	103302	753575
3140	14789	5862	26118	400	154	27
3141	19708	22902	55033	2776	215	1407
3142	31943	40167	92648	4991	265	2273
3143	53649	40702	84841	4825	762	2542
3144	18134	15854	36343	1439	115	1160
3145	14635	17004	43085	2015	173	1292
3146	41259	40067	96909	6115	515	2328
3147	18979	23780	48250	2841	141	1762
3148	38898	25426	55597	3643	464	1345
3149	35067	28943	57478	3255	314	2305
315	741648	998340	1415255	321582	11331	73036
3150	30010	17574	38796	2154	126	1124
3151	58490	51771	107565	4712	489	2000
3152	61895	49364	116377	2735	617	352
3153	6803	4012	25692	238	109	21
3154	30052	22476	90181	1738	283	429
3155	54004	34164	73113	1142	262	131
3156	40951	20842	100115	1633	486	172
3157	114913	100061	192112	7915	976	1205
3158	86457	68364	120651	2883	434	246
3159	51710	39350	75296	2691	336	351
316	1584472	4046433	3134768	1346570	113639	896444
3160	24450	14635	54608	1782	301	95
3161	11633	6376	29810	553	186	54
3162	1360	757	4039	62	9	7
3163	4122	2321	12135	239	96	16
3164	2929	1250	5826	86	5	5
3165	924	604	2740	49	2	10
3166	7051	3353	19937	227	101	34
3167	22538	19291	77726	1791	455	531
3168	15884	8174	40778	852	215	146
3169	12074	8068	33352	508	81	129
317	411900	2005237	1431652	595991	40675	649655
3170	6694	8645	28679	151	40	28
3171	4247	4037	12805	345	53	120
3172	49290	43277	48243	533	10	1
3173	3026	4783	22737	299	55	58
3174	175	96	1587	0	0	0
3175	1636	818	4001	54	6	6
3176	1061	891	10190	20	0	8
3177	24530	22298	56918	2892	695	255
3178	34688	32250	74456	4358	1040	482
3179	42479	40247	87982	5433	560	1137
318	375544	1716301	1238888	515546	16442	568030
3180	76610	155891	300193	26715	1051	14646
3181	228863	220109	645670	13633	6206	1051
3182	68760	80196	154194	15248	2678	3939
3183	31099	21206	77177	1270	369	180
3184	49928	43683	86075	7561	1403	1172
3185	10799	8476	46842	623	235	47
3186	3596	3351	12853	132	10	46
3187	3088	2488	10943	268	40	45
3188	56604	61862	138247	4474	827	1603
3189	9813	5840	24903	282	242	9
319	488512	571137	751371	72333	14960	4668
3190	18272	25816	88978	3255	759	926
3191	12811	12092	45219	2098	484	602
3192	55567	53820	139421	7240	1091	2797
3193	32338	56469	153388	7687	1160	2982
3194	35079	34859	83230	5357	781	2478
3195	84423	86430	215044	6556	1387	2228
3196	374	479	2198	79	9	26
3197	295	473	1599	80	5	31
3198	190	340	1400	64	5	20
3199	22908	15530	37882	1116	61	437
32	8558	9837	32834	668	177	61
320	940593	3650691	2560927	1293468	128326	920555
3200	13687	5546	26807	217	31	61
3201	1568	907	9150	69	4	1
3202	3457	2931	12767	263	14	83
3203	6491	4045	9205	366	33	110
3204	8266	4341	14195	377	74	59
3205	7392	4092	9571	424	43	64
3206	4323	3163	7167	356	30	89
3207	4620	3417	9012	356	43	89
3208	30134	18815	87937	1251	414	298
3209	8929	6544	16805	639	45	243
321	696962	2640178	2129837	933415	92622	736346
3210	6386	5351	13694	606	44	220
3211	12774	3960	13447	285	57	120
3212	4412	3112	6370	285	0	120
3213	32117	20342	53518	3019	265	529
3214	9533	7594	19758	738	55	258
3215	4485	4210	8360	729	18	192
3216	6296	1512	7952	156	15	1
3217	4727	3607	8613	358	7	125
3218	18663	11549	43841	1241	218	256
3219	26033	16876	40466	1930	357	169
322	406912	1930974	1429794	574504	34610	634203
3220	67190	47199	86624	8971	1221	1861
3221	33624	38860	83610	6402	1005	1373
3222	10505	6542	30677	401	13	36
3223	1481	803	9018	9	0	0
3224	17489	11098	48594	981	57	229
3225	17274	12825	55672	1244	215	190
3226	17566	14737	30755	1822	180	811
3227	16291	13558	35314	1920	379	626
3228	21247	14742	35296	1692	198	497
3229	38116	12543	70207	810	257	98
323	550690	2270570	1761360	754534	81513	682099
3230	5868	4094	18230	402	25	86
3231	1618	2428	8602	191	1	83
3232	35	43	286	0	0	0
3233	2628	2622	7233	515	46	82
3234	3039	2065	8081	111	0	32
3235	2493	2257	8711	66	6	56
3236	1268	511	3096	6	12	0
3237	2934	1192	5521	101	8	17
3238	513	206	1385	24	2	1
3239	25	18	273	1	0	0
324	758643	2793017	2432954	1041313	124816	764523
3240	58	36	657	1	2	0
3241	9186	5133	26304	147	21	29
3242	4511	4491	12739	377	115	236
3243	1598	2940	7157	249	12	248
3244	2861	3760	13067	229	7	220
3245	919	2083	5055	190	0	220
3246	18948	14718	43671	1486	435	151
3247	1598	2940	7157	249	12	248
3248	7946	7594	20382	945	199	314
3249	106	185	1994	0	1	0
325	824667	3151668	2475973	1089186	116000	834712
3250	35	46	771	0	1	0
3251	30754	14335	31868	2019	237	526
3252	3279	1653	10053	160	8	30
3253	2190	414	4556	24	8	1
3254	5231	4874	20597	105	1	4
3255	12525	3034	21228	145	30	6
3256	8029	3488	13573	218	30	74
3257	6225	2639	17547	80	13	9
3258	15691	3969	25608	406	25	36
3259	26944	11326	36661	709	171	197
326	65501	136400	246466	11881	1845	10981
3260	8010	3459	13172	218	30	74
3261	9068	5875	28069	450	181	157
3262	8259	3229	19715	252	76	52
3263	21475	12053	45817	1159	267	137
3264	15122	3529	21866	176	51	45
3265	46658	20194	70690	1546	416	300
3266	47403	8400	61235	414	320	8
3267	6167	3675	13669	403	50	39
3268	7754	5011	15738	536	61	61
3269	1047	1046	5218	141	34	14
327	408395	1809168	1240942	530387	23107	593565
3270	1069	451	3904	0	3	0
3271	116369	94647	110732	2432	38	21
3272	220	133	680	2	0	0
3273	3103	2819	15612	365	129	117
3274	18113	10759	42608	873	143	179
3275	4190	2288	11734	255	12	67
3276	7483	4075	30431	60	58	2
3277	4309	4068	14112	295	27	91
3278	3847	1995	13704	86	22	13
3279	8956	4745	17530	396	35	62
328	1690318	4399958	3161137	1521094	124398	979954
3280	8803	4221	25332	140	20	21
3281	8669	5510	18064	440	25	93
3282	84113	55185	159528	9926	936	1510
3283	18719	11953	40157	1152	304	249
3284	46793	30241	115895	3352	1131	548
3285	13620	10719	31627	1612	232	160
3286	54976	65115	147381	13256	515	4517
3287	28236	25960	49300	3831	390	947
3288	7386	3736	11583	278	9	56
3289	48397	31701	81258	1120	298	117
329	432827	1971064	1468953	575515	32673	643531
3290	76045	164109	312139	27368	998	14767
3291	24958	23564	46785	3304	380	835
3292	50695	86295	155484	14137	682	9884
3293	29842	27583	52849	4521	468	1063
3294	18023	15485	52840	1731	327	395
3295	55187	63812	153011	12894	482	4371
3296	29498	25931	48966	3857	374	935
3297	22592	14472	67613	1294	445	190
3298	386	142	951	0	0	0
3299	117918	64008	291333	5438	1954	874
33	45395	75895	145598	16662	1224	7060
330	644504	2877658	2133066	963671	109817	807316
3300	1505	479	4008	14	6	0
3301	39740	42325	106968	2457	400	189
3302	971	397	1681	0	0	0
3303	5087	3585	14434	399	65	55
3304	9760	5483	34239	388	148	47
3305	18082	12966	39671	1779	84	343
3306	25110	19977	59328	2522	543	448
3307	24979	16866	43563	3106	302	733
3308	15476	11973	20048	1606	87	376
3309	15136	10844	27602	992	81	174
331	500864	2004298	1546725	631605	55471	610272
3310	18261	14304	23361	2183	113	555
3311	16112	12236	21329	1376	91	400
3312	13423	9595	16068	1167	113	247
3313	11894	12038	20457	1423	123	449
3314	14146	10121	32471	2327	179	561
3315	11367	7390	23801	759	32	153
3316	9982	4927	15085	743	20	57
3317	16063	12452	24715	1499	106	413
3318	34086	28203	60168	172	163	1
3319	17159	24174	110843	582	274	200
332	476318	1445394	972635	392143	4123	479985
3320	30543	31816	74944	1142	101	286
3321	48488	91315	148204	23285	1771	9426
3322	30608	52224	73670	16480	643	7957
3323	33700	51661	87198	15880	733	7116
3324	94130	110525	253489	21952	2045	9056
3325	173693	224727	541378	13187	6548	968
3326	33260	50779	76543	15562	691	6658
3327	7812	5099	15162	385	5	16
3328	31035	48648	69963	15031	637	6556
3329	19495	21165	31627	3553	236	304
333	573430	2743559	1972850	927388	107370	787061
3330	30047	46646	66553	14098	881	5956
3331	41665	74671	128372	17242	2189	5636
3332	40836	38865	65660	2201	334	175
3333	17	54	788	7	2	4
3334	217	2633	3559	0	0	0
3335	25817	16070	31733	545	114	5
3336	18049	7416	35959	321	91	37
3337	105315	141864	296310	10742	1315	3282
3338	49399	79449	173387	6834	365	2298
3339	274779	365116	605716	48622	8149	5302
334	585234	2474161	1879861	858066	88059	765384
3340	6562	1003	6830	49	18	0
3341	47	4	534	0	0	0
3342	1498	2301	10757	985	102	355
3343	4088	2455	13667	891	1	220
3344	2644	770	4050	12	0	0
3345	913	2053	8615	877	11	358
3346	5189	3711	10372	560	35	69
3347	16260	12184	35377	1600	281	380
3348	69	22	251	0	0	0
3349	4951	1436	8945	131	44	11
335	6370	13356	28614	254	88	18
3350	13937	8588	39611	936	162	113
3351	31916	15299	52506	1267	373	105
3352	27397	10240	35689	609	124	107
3353	73401	67511	155805	12759	1067	4386
3354	56164	50288	135565	7251	1331	1653
3355	21616	10406	22058	666	20	317
3356	18994	16709	61065	776	242	202
3357	22113	11466	23890	651	3	370
3358	52743	48087	125795	7156	1445	1622
3359	39644	22756	53007	2591	114	499
336	784829	2765768	2296624	948300	96105	773814
3360	50260	24634	68382	2657	193	546
3361	12778	15754	51470	785	190	177
3362	22150	13645	42217	974	155	184
3363	11008	5285	14027	193	2	7
3364	11060	5727	15096	223	2	14
3365	8133	2519	5270	8	0	1
3366	13649	5730	14243	191	38	1
3367	16922	11972	57661	378	75	65
3368	13298	7158	23442	555	47	113
3369	9756	3832	9395	54	3	0
337	663744	2698867	2249224	948281	115694	676834
3370	4650	2069	9162	83	3	13
3371	8	13	207	0	0	0
3372	12197	7611	39391	366	95	34
3373	45318	26644	59379	319	150	33
3374	11	4	10	0	0	0
3375	24	31	209	2	0	1
3376	27276	15215	36529	3203	102	444
3377	2001	1033	5952	54	35	5
3378	1418	308	3255	0	34	0
3379	35063	15513	51873	1612	230	276
338	110827	95829	302126	17099	2728	4809
3380	7898	8691	29307	929	137	419
3381	31793	41783	71346	838	73	52
3382	200707	220777	281320	21440	2184	799
3383	11666	26186	52545	464	26	186
3384	441007	517618	613868	134601	4576	18934
3385	70402	77592	246446	4066	1070	423
3386	23058	14887	65270	283	122	27
3387	38193	24575	56460	193	92	4
3388	6817	2952	22897	39	4	1
3389	68956	59459	178222	2803	653	374
339	402255	234424	782933	24343	5418	5780
3390	17359	26592	100351	1100	211	68
3391	154783	165872	330046	9040	1989	827
3392	4267	2990	11869	381	182	83
3393	6417	3902	20216	378	311	33
3394	11632	12496	46455	688	535	208
3395	81721	61239	101976	3138	183	73
3396	292120	271883	299124	30833	887	2089
3397	14	7	138	0	0	0
3398	1630	909	5784	8	0	2
3399	79	58	608	0	0	0
34	1924	1431	5347	66	6	4
340	53863	80329	164760	17839	1648	9972
3400	60026	19846	50793	1576	244	285
3401	59276	16782	50069	1192	249	216
3402	12872	5054	15976	563	79	133
3403	588	509	4342	130	0	30
3404	485	1569	9761	0	0	0
3405	28695	50642	67333	12315	583	4864
3406	68	83	1147	0	0	0
3407	30	296	702	0	0	0
3408	30	296	728	0	0	0
3409	0	0	6	0	0	0
341	52381	71564	155760	16633	1977	8697
3410	7	8	30	0	0	0
3411	39904	17976	62069	3195	48	209
3412	44539	49782	115557	9317	703	2604
3413	43817	34517	89862	7215	468	1378
3414	44013	22606	74563	3727	123	293
3415	47453	74522	115820	11069	464	9389
3416	38907	55945	90636	8340	118	9114
3417	45355	81334	133334	12128	431	10002
3418	40125	62980	110032	1650	368	17
3419	100540	136977	246073	11505	1213	2993
342	44586	76642	150872	19303	1051	11077
3420	36293	58675	86031	9894	112	10427
3421	36667	16324	58964	1405	133	77
3422	104604	75609	247474	3138	1187	350
3423	36397	57682	87151	9602	181	10034
3424	36409	56999	84553	9460	132	10113
3425	43412	15416	56691	3393	2	165
3426	38568	59567	96316	9745	282	9830
3427	66243	73024	195061	12048	1488	3334
3428	39012	56668	89042	9023	188	9583
3429	36269	55125	82909	9014	188	9739
343	49198	83199	167411	20439	1116	11369
3430	37749	50867	77093	8361	87	8405
3431	38713	49231	80926	9340	197	7861
3432	36269	55125	82909	9014	188	9739
3433	59754	26149	103908	763	214	69
3434	36618	55993	85597	9014	191	9739
3435	57675	62900	177948	8149	682	2276
3436	38416	27028	84422	4084	676	613
3437	36925	52683	77476	8094	88	8994
3438	101267	172365	371407	27320	1397	13541
3439	69287	85334	174868	13137	1147	9375
344	72359	64980	222734	13489	2922	2582
3440	90708	109168	245244	19370	1435	6701
3441	18173	10230	51340	385	137	38
3442	32631	73283	104598	12685	260	11085
3443	35069	77643	115028	12195	243	10944
3444	37975	55007	88232	11125	290	8860
3445	15402	8572	56753	378	85	45
3446	29675	22650	43990	3307	181	951
3447	41804	16799	62420	1138	129	210
3448	20766	7671	42801	513	40	48
345	224421	271922	562032	16244	6699	1567
3451	6680	2189	20091	84	24	37
3452	156	215	741	16	0	38
3453	304	391	1652	25	1	39
3454	638	505	2280	25	2	38
3455	7464	2648	15183	272	30	14
3456	159	211	635	10	0	35
3457	159	211	635	10	0	35
3458	5642	2910	16195	0	25	0
3459	25434	5577	21037	163	31	6
346	31251	18406	86819	1830	164	241
3460	20928	4067	10482	47	4	3
3461	26247	7325	21889	567	61	22
3462	26443	7677	16773	355	8	36
3463	29513	12517	29615	939	83	305
3464	22726	5103	21518	377	100	78
3465	21878	7823	17828	407	21	193
3466	20144	2947	7887	0	1	0
3467	20727	7411	18200	525	54	157
3468	38963	11124	40331	680	220	19
3469	21412	9787	24467	681	145	199
347	104010	106522	306814	18543	2889	4683
3470	38819	11045	36895	682	205	20
3471	57043	16859	45041	1378	215	246
3472	21334	7641	15648	279	4	201
3473	20640	6713	13982	311	17	166
3474	20356	3112	8230	32	0	0
3475	27164	6665	17556	294	33	14
3476	32765	11422	48440	633	124	102
3477	26000	6649	21164	359	63	137
3478	48540	15473	54310	894	283	136
3479	43814	27465	75774	4379	641	1225
348	11479	4024	19267	312	78	8
3480	26563	10899	30283	825	98	243
3481	24718	9099	23162	365	15	245
3482	49	49	608	0	4	0
3483	624	263	1711	25	14	1
3484	291	107	781	9	11	0
3485	982	1653	9961	12	1	0
3486	58	33	880	0	0	0
3487	1613	1866	6975	219	23	46
3488	14107	8051	23164	935	237	78
3489	2962	2708	9863	239	48	33
349	185271	162052	510809	15822	2821	3686
3490	9059	12625	32232	2341	758	470
3491	1731	1464	5088	18	2	3
3492	1410	942	4290	92	26	5
3493	3281	1387	7180	97	41	5
3494	5121	2962	17265	109	50	15
3495	1088	193	2740	0	0	0
3496	30540	23713	76056	1899	166	627
3497	61203	42273	74408	647	170	169
3498	5118	4043	13430	308	63	47
3499	6959	4565	14310	336	64	149
35	19710	28123	62449	6324	955	3149
350	55858	81812	174799	16854	2046	8128
3500	9066	5101	15016	422	105	157
3501	4951	2849	8953	202	41	108
3502	9921	4716	21215	324	165	106
3503	90525	89829	254889	4863	952	669
3504	19294	10395	31709	659	197	168
3505	32562	27019	84792	2156	219	622
3506	4766	4439	25149	402	21	62
3507	75	58	1324	0	0	0
3508	1465	1364	4929	66	0	5
3509	37	27	200	5	1	0
351	35935	18853	64927	3435	1349	373
3510	37	27	200	5	1	0
3511	27136	21894	31423	3766	202	1168
3512	30542	22517	31940	4447	203	1199
3513	18689	20814	59204	1535	285	614
3514	16476	11290	41851	398	80	59
3515	9291	2131	8323	69	13	2
3516	2311	1730	9022	77	25	36
3517	16297	10209	36580	325	0	56
3518	9916	4796	23806	157	35	2
3519	13296	7147	40699	270	33	11
352	51961	48512	134666	7248	661	1791
3520	29302	19893	76316	7376	262	3630
3521	14994	20950	69906	7906	410	3848
3522	2295	4742	10193	516	0	56
3523	2256	4624	9433	516	0	56
3524	14747	7918	30801	723	130	55
3525	13588	7352	28408	195	70	5
3526	6198	1764	8868	161	36	7
3527	108	253	2217	21	0	10
3528	16724	6460	23818	360	471	20
3529	561	174	1437	13	0	0
353	59406	95765	201964	21262	1215	11460
3530	5	13	92	1	0	0
3531	11224	10126	34293	990	130	349
3532	37381	35741	124466	1798	198	386
3533	18895	15444	53703	2438	684	342
3534	8877	2277	15717	157	46	5
3535	31850	32970	100330	1325	370	62
3536	2531	1927	8444	93	1	20
3537	10407	4117	19921	163	54	7
3538	8137	6387	23537	831	103	108
3539	456	394	1696	3	0	1
354	105445	58918	174694	5160	450	1540
3540	3851	2584	17418	204	131	19
3541	35	16	147	1	1	0
3542	56	59	152	17	7	0
3543	472	293	1187	1	0	0
3544	64761	55439	91204	1301	128	129
3545	18290	4139	29301	207	199	13
3546	6723	2042	11143	121	29	41
3547	28713	10438	59064	556	828	23
3548	101	43	1005	0	0	0
3549	7790	10305	40363	479	31	41
355	118758	144429	390330	23314	1877	7288
3550	1274	1366	5799	240	20	133
3551	975	1950	5993	401	24	258
3552	1232	1727	5626	258	22	140
3553	3032	3092	12397	423	34	259
3554	318	615	2073	179	17	111
3555	831	1219	3597	229	9	170
3556	19934	2753	8424	9	0	0
3557	22110	4136	14996	86	22	2
3558	268	137	1977	7	16	0
3559	2840	5340	20160	662	50	231
356	56580	92611	203554	20598	1403	11510
3560	22497	20020	45844	2909	251	535
3561	14253	15285	41074	1052	59	233
3562	8443	9768	28971	909	58	278
3563	27354	28805	61683	4420	656	874
3564	1605	3007	14394	385	63	125
3565	323	210	1710	40	0	4
3566	53	87	415	0	0	1
3567	157	61	860	0	0	0
3568	29	63	665	3	0	4
3569	521	748	3388	85	1	39
357	35562	31690	92950	4371	1501	915
3570	29	63	665	3	0	4
3571	32	34	343	0	0	0
3572	219545	231222	276888	24600	136	936
3573	401169	441867	559432	108026	2188	11672
3574	3556	2776	13865	435	89	45
3575	2228	2559	14511	302	79	59
3576	3148	2640	12849	404	88	55
3577	4576	10687	22774	2465	26	1072
3578	4670	11782	28502	2987	45	1696
3579	3816	11348	25502	2987	37	1696
358	29663	16299	73907	798	495	19
3580	10122	14611	39474	3144	159	1701
3581	1796	7768	22851	2924	31	1089
3582	3	13	42	0	0	0
3583	15882	22344	38019	5242	465	501
3584	26128	6946	23692	544	52	74
3585	3	29	76	1	0	4
3586	24036	15135	68587	375	249	35
3587	7715	4832	15932	237	54	50
3588	4	22	369	3	0	4
3589	12	29	139	1	0	4
359	24958	11342	50590	1765	246	260
3590	3	20	93	1	0	4
3591	4	22	369	3	0	4
3592	18576	19904	41422	2743	276	872
3593	11100	9691	18750	966	11	419
3594	20057	19291	40935	2601	223	851
3595	27196	22137	40590	3139	157	920
3596	1760	1600	7884	100	49	59
3597	8889	3137	9394	187	9	110
3598	30750	18727	61808	848	258	241
3599	19830	8956	27784	554	23	140
36	112384	114456	317677	11873	3157	1679
360	59624	105851	217122	24589	938	12826
3600	14574	6685	17272	453	17	228
3601	12297	7578	23981	439	7	216
3602	11578	3453	15924	182	25	8
3603	1151	864	2694	31	0	1
3604	1215	798	1936	115	0	10
3605	4826	5370	16460	509	119	139
3606	296	117	517	5	0	0
3607	335	225	521	34	0	4
3608	279	147	404	22	0	1
3609	2137	10775	17207	18	6	0
361	56670	92161	202685	21773	1920	10908
3610	775	492	1822	127	29	11
3611	5152	3918	8653	261	63	55
3612	5176	5238	18737	778	56	135
3613	1221	489	1920	87	11	8
3614	7994	6997	24339	895	93	163
3615	1352	1025	3147	245	52	30
3616	1046	1030	3593	161	59	24
3617	4518	3377	12845	302	43	59
3618	2021	1806	6674	143	20	61
3619	5661	3746	23749	209	112	63
362	71262	69534	196058	14141	2516	4087
3620	3177	3316	11131	225	21	66
3621	7854	3440	17188	114	56	27
3622	7401	3991	20749	351	70	41
3623	10853	8548	36256	574	201	119
3624	2837	1777	9538	78	45	0
3625	2195	1952	8013	198	45	43
3626	2814	2423	11990	227	98	48
3627	2935	4145	12621	96	26	22
3628	110	44	584	0	1	0
3629	922	1201	4076	207	3	80
363	44177	33873	122936	1303	257	47
3630	1456	1518	5440	188	5	91
3631	4801	4135	16429	668	97	191
3632	2036	3148	8051	372	11	183
3633	9458	10741	38219	880	81	290
3634	2876	4898	13866	929	68	355
3635	12904	9178	36556	151	1	25
3636	1833	2667	9278	322	8	158
3637	12524	6415	18368	659	45	56
3638	25637	26867	42522	5258	339	1751
3639	22366	21842	31891	5138	260	1550
364	30668	26276	83446	495	157	56
3640	1161	559	3138	42	0	1
3641	37799	33453	110316	5152	1479	943
3642	33855	12550	49511	692	65	292
